,Website,Label
1622,apple.com-support-assistenza-account.information.upoert.com/ap/italia/apple-id/c4e894660ec396a7c4f209dd7cba9fc3/,bad
1623,apple.com-support-assistenza-account.information.upoert.com/ap/italia/apple-id/c70037921a482b007ec335d4865e6da9/,bad
1624,apple.com-support-assistenza-account.information.upoert.com/ap/italia/apple-id/cdb30a52c2286c0828bc6ddb85b38775/,bad
1625,apple.com-support-assistenza-account.information.upoert.com/ap/italia/apple-id/dfe177b83c7d4e57908d25bb29aa1b03/,bad
1626,bjbwzx.com.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1627,clcatv.cn/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1628,dgnbzx.cn/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1629,jhjfkj.cn/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1630,manualdigital.pt/images/smilies/img/css/style/?set=d.17447871232abcdefghij2346.1012277265388927655436&amp;type=2,bad
1631,pelikan.lowicz.pl/wp-content/gallery/galeria/prelev-auto/20a8aeddaec30ffc280fc9cc329e3fd5/particuliers-45636.php,bad
1632,pelikan.lowicz.pl/wp-content/gallery/galeria/prelev-auto/91926b1a4c3abcb2c1165131b880f63c/particuliers-45636.php,bad
1633,xzguoyuan.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1634,zjgfw.org/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1635,cqlmjs.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fuhabpwvus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1638,us.battle.net.login.en.ppweb.asia/login/en/login.html?app=bam&amp;eor=0&amp;ref=battle.net/account/&amp;app=wam,bad
1640,us.battle.net.login.en.ttweb.asia/login/en/login.html?app=bam&amp;eor=0&amp;ref=battle.net/account/&amp;app=wam,bad
1642,520168.cn/style/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1643,gazzettinonline.it/wp-content/uploads/wysija/themes/ejnfnonm/cartasi/f2aa4b11ae7940d2a7d650c6e31ead34/login.php,bad
1644,gm26.com/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1645,hdtpaper.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1646,naylorantiques.com/=ej4pmuv43b8z81ms4fourvgjjhqi1cjpjfzuipjx=/=mua4ecxoeydfsg3hz2i6v5mfqcvuadybojpsbrg3agdd=/a/,bad
1647,paypal.com.res.limite.account.new.update.2012.672bfcaa73dbfe28bff5bc77604084fa.magazines.org.uk/paypal.com/,bad
1648,portalsaudequantum.com.br/wp-content/plugins/easy-columns/live.outlook-update/6a6963b30fc2a50ef6ecf67665fc4d32/,bad
1649,rcbl.ca/teampics/premiado/cadastrar.html?b2c/vgn/v/index.jsp?vgnextoid=97981ed526b72210vgnvcm1000003752070arcrd,bad
1650,ricardohidalgo.cl/images/meen/sitedomain=bill.aol.com&amp;authlev=s&amp;lang=en&amp;locale=us&amp;sitestat/ola/,bad
1651,sxlcjx.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ndgiyvsamp%3bssl=0&amp;dest,bad
1652,sz-leteng.com/images/?us.battle.net/login/en/?ref=bopgkotus.battle.net/d3/en/index&amp;app=com-d3,bad
1653,sz-leteng.com/images/?us.battle.net/login/en/?ref=cxgywstus.battle.net/d3/en/index&amp;app=com-d3,bad
1654,tuenkers.com.cn/images/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,bad
1655,waterbrookgreenwich.com.au/s/auth-originservlet_loadbal.screenid/template=initiate&valid=true&session/plan2.htm,bad
1656,zgmmzzw.com/img/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1657,64835108.net/images/?us.battle.net/login/en/ref=us.battle.net/d3/en/index&amp;srokkdaamp;app=com-d3,bad
1658,bermaguirealty.com.au/images/img/?hmrc.gov.uk.online.secure.logon.register.existing.login.jsp/refundportal.htm,bad
1659,ccurb.com.au/profiles/maryland/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol/update.html,bad
1660,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/03ad38250e98e80a4d65dd6a04e26ea7/,bad
1661,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/0770039f14ac1b314a63c2238b370345/,bad
1662,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/0d1e5a1f08bab3f6fb3180317dd4f47a/,bad
1663,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/1e041112ab923060eb286e693c34ba6c/,bad
1664,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/29d47d023360ef6cf13fda52dadc1e08/,bad
1665,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/3db724c29787ede42be56578007433d6/,bad
1666,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/3e201317da67ff6e7e799b2900bae079/,bad
1667,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/46706098a4d06fb7cb3cc3c4aa5ac8b6/,bad
1668,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/49062dc091930089067c682d5d4a6217/,bad
1669,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/55b5a8c48388d7aa65c8e7a918bcbd18/,bad
1670,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/70103146b536d7cdc87a3af8aeb44314/,bad
1671,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/89d64f9d95fa1772108be2cd0997f149/,bad
1672,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/8ffb2ef083fdcdb3daaa5cc1befe4fe4/,bad
1673,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/90c0a4b7dbc561c28cde51d8e31fb1f7/,bad
1674,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/9ba426dd042bea6cb7e460996bb9c51c/,bad
1675,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/9fd25eb8abb201b75abb4ff3f918f220/,bad
1676,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/b1990fe601e90a69cc25b63817bb1b41/,bad
1677,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/b78714e8e5dcdf443382b963650157c9/,bad
1678,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/b92fc9b65c15cb41519ef08259a9dfc3/,bad
1679,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/c59b37b3c80fbe8bba08a3793b596299/,bad
1680,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/d2d09c6fe7533765da412175d276f2d4/,bad
1681,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/d9b233d685e133f12fd28b6ccb8857d3/,bad
1682,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/dda82c6b7366e6b5f72ba0235f97fa70/,bad
1683,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/e5c0e51ee2e4895f90920d4e25667970/,bad
1684,configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/apple-id/ed09985be485091fef0057070cbff507/,bad
1685,jundajx.com/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1686,medireim.net/x1yz2scde/webscr_prim.php?bwvkaxjlaw0ubmv0uhsdsusu5485757kujhnn546221oplkj988777aop784mtm0nje2otg1oa=,bad
1687,medireim.net/x1yz2scde/webscr_prim.php?bwvkaxjlaw0ubmv0uhsdsusu5485757kujhnn546221oplkj988777aop784mtm0nje2otg3oa=,bad
1688,refbeg.info/atcntrlde/webscr_prim.php?cmvmymvnlmluzm8=uhsdsusu5485757kujhnn546221oplkj988777aop784mtm0ntmxmdezoa==,bad
1689,shikshasolutions.com/contact_us/contact_us/new1/aabe6cdf7c696a46a8264c1a3192882e/ca08326e0918dd0a420b3e2df5763970/,bad
1690,shikshasolutions.com/contact_us/contact_us/new1/cd271cf85e41543ff9b3235438a07adc/3908dc18c43b05a819f5bb5dbeeca6e1/,bad
1691,us.battle.net.login.en.ppweb.asia/login/en/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=battle.net/account,bad
1692,us.battle.net.login.en.rf-login.com/login/en/login.html?app=wam&ref=worldofwarcraft.com/account/&eor=0&app=bam,bad
1693,us.battle.net.login.en.rrweb.asia/login/en/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=battle.net/account,bad
1694,wilirots.biz/amcntrlde/webscr_prim.php?d2lsaxjvdhmuyml6uhsdsusu5485757kujhnn546221oplkj988777aop784mtm0ndk2mtgzng=,bad
1695,wldzb.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fbxvkhzzus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1696,wldzb.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2frxzjocnus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1697,andboog.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1698,arangnarang.com/bbs//data/redirect.htm?signin.ebay.co.uk/ws/ebayisapi.dll?signin&amp;ru=ebay.co.uk/,bad
1699,asideal.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
1700,asideal.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1701,cmu1h.com/dll/index.htm?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d,bad
1702,dongyuwl.com/images/?us.battle.net/login/en/?ref=qpbxecjus.battle.net/d3/en/index&amp;app=com-d3,bad
1703,ek63.cn/js/?amp;app=com-d3&amp;us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
1704,ek63.cn/js/?amp;us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1705,fzweite.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ltosqrcamp;ssl=0&amp;dest,bad
1706,jdcc.cn/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1707,jjscdc.cn/adfile/login.html?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
1708,qhdwk.com/spub/?app=com-d3&amp;us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
1709,starfootbag.com/download/dddd/bankofamerica.com.section=portal=&dltoken=aca19743242354533242703&/ccdetails.php,bad
1710,szlingyu.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1711,toinhacabelos.com/ipinranga/proposta/resultado/hash/3832h3823h283h23snsy/acesso/proposta.asp/?id=1992837483883,bad
1712,xhrn.cn/images/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1713,xnrmks.com/images/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
1714,zbjlqm.com/diy/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1715,zjxedu.com/images/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
1716,000067d.rcomhost.com/ssl/dk/sesion/confirm/id/4571198436529353953/danskebank-dk/fraud/member-id/4571254039859439/,bad
1717,dememoria.org/hwdvideos/cc/s/t/pay_form_ec_cvv2.html?cmd=_processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fd,bad
1718,dept.cugb.edu.cn/gem/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=fiuxnmeus.battle.net/d3/en/index,bad
1719,dept.cugb.edu.cn/gem/index.htm?us.battle.net/login/en/?ref=fiuxnmeus.battle.net/d3/en/index&amp;app=com-d3,bad
1720,ea.celnk.net/_la.php?&amp;lid=3014023&amp;nid=876268&amp;sid=218699859&amp;tg=santafetex.com/login.php,bad
1721,izillis.biz/hdlu9nx8qvt1cay47343/92vjs8gr7xbelt6mcndxde74640/sdr01/bwfuznjlzc5ozwluzw5adc1vbmxpbmuuzgumessage-id:,bad
1722,medireim.net/x1yz2scde/webscr_prim.php?bwvkaxjlaw0ubmv0uhsdsusu5485757kujhnn546221oplkj988777aop784mtm0nje2otk0ng,bad
1723,modernfoods.com.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;fyfevszamp;ssl=0&amp;dest,bad
1724,modernfoods.com.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;kzutxlzamp;ssl=0&amp;dest,bad
1725,modernfoods.com.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ugdamieamp;ssl=0&amp;dest,bad
1726,.redhongan.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;dxhgdhnamp;ssl=0&amp;dest,bad
1727,adm.gov.sa/pac/wp-admin/maint/updatead364c61069f8d18c7764a0a9bbafb31ad364c61069f8d18c7764a0a9bbafb311/update/,bad
1728,cpiano.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1729,fisiopostural.com.br/alibaba.aspx.account.sumbit-confirm.securessl5885d80a13c0db1f8e2636/alibaba/alibaba.html,bad
1730,gkjx168.com/images/?us.battle.net/login/en/?ref=uqpzemuus.battle.net/d3/en/index&amp;app=com-d3,bad
1731,gzqb.com.cn/images/?us.battle.net/login/en/?ref=afwayjpus.battle.net/d3/en/index&amp;app=com-d3,bad
1732,hncxin.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1733,impartialmediation.co.uk/wp-includes/resgate_de_pontos_expirados/premiado/imagens/emdobro/zn/seguranca.do.php,bad
1734,itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/53ca17bd02579e9464e40735557fdfeb/login.php,bad
1735,itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/b4bc6a054f5b920dc273b55dd259afc5/login.php,bad
1736,itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/c5bdefc31867f5916cc3d2935f559545/login.php,bad
1737,itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/cbbca54fcbc1a3636065adc71373b0c2/login.php,bad
1738,itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/fed65c93bcc26a7c2727b52e7ad57a9b/login.php,bad
1739,jc9999.net/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1740,lundoo.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1741,mobilemoneyavalanche.com/home/wellsfargo.com/update.wellsfargo.com/wellsfargo-online.server/questions.php,bad
1742,naylorantiques.com/mp3/autentico%20yo%20mundo%20diferente/autentico%20yo%20mundo%20diferente/1ak64s49qy8nyxh/,bad
1743,paypal.com.cgibin.webcs.login.sumbit15.sxclickhostedbuttonidbcr4ekun92vwu.s-lakhal.com/secure-code3/security/,bad
1744,sevkon.net/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1745,shaxyl.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1746,systangostudios.com/support/validation/validation/validate/napplic2faccount/10cbd317f1bbda2baf2fe979b44c4716/,bad
1747,systangostudios.com/support/validation/validation/validate/napplic2faccount/124862e42818143a7db4b92b28de2803/,bad
1748,toinhacabelos.com/ipinranga/proposta/resultado/hash/3832h3823h283h23snsy/acesso/proposta.asp?id=1992837483883,bad
1750,xszwys.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1751,youxiji114.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;kcwexhfamp;ssl=0&amp;dest,bad
1752,youxiji114.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;kwvsktgamp;ssl=0&amp;dest,bad
1753,zxcgzx.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1754,aprovechar.nl/din/https:nets.eu-opdatere-din-konto-update-for-your-account-00496ko50a05o3/pt9.phishtank.com/,bad
1755,huaruisolar.com.cn/js/?us.battle.net/login/en/?ref=tcgbsruus.battle.net/d3/en/index&amp;app=com-d3,bad
1756,paypal.com.confirmation.alert.costumers.ved15422541588521fg.fe154422566885455752214.icotec.cl/security/login.php,bad
1757,paypal.com.de-cgi-bin-webscrcmd_login-run-dispatch5524k90u98d0dd0f8e10014.finphotography.com.au/?cmd=_login-run&,bad
1758,samonkay.com/wp-content/upgrade/logon/system/updateonline/securteyt/securteee43532fdg/inmformetions/w/update.php,bad
1759,secure.apple.com.cgi-bin.webobjects.mycappleid.woa.wa.diorecttosignin.localang.en.bestpractice.com.sa/signin.php,bad
1760,56603.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;aflgjptamp;ssl=0&amp;dest,bad
1761,audio-workshop.de/cct/.paypal.co.uk/login/ipoi/revalidate.htm?cmd_submitaccess0023044-submit=data_refund,bad
1762,betamass.com/js/libs/cgi-bin/ww3.update.de=session-ehg9fjxtcbz5rqa49759/paypai.de/cmd_login=fb3mpln82k4sjcq/,bad
1763,cqpszx.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=holghtbus.battle.net/d3/en/index,bad
1764,cqpszx.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=tqvavewus.battle.net/d3/en/index,bad
1765,cqpszx.com/images/?us.battle.net/login/en/?ref=holghtbus.battle.net/d3/en/index&amp;app=com-d3,bad
1766,fgyzx.com/imgefz/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;stqwbyyamp;ssl=0&amp;dest,bad
1767,fgyzx.com/imgefz/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;wajkmwdamp;ssl=0&amp;dest,bad
1768,ghpm.net.cn/image/?http:%2f%2fus.battle.net%2flogin%2fen%2f%3fref=http:%2f%2fus.battle.net%2fd3%2fen%2findex,bad
1769,giftnlogo.com/.libraries.php?caixadirectaonline.cgd.pt/pages/default.aspx/login.seam?matriz.asp=95857854,bad
1770,hsqxx.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1771,lyonmediacity.fr/old/wp-content/plugins/nova-slider/js/acesso-seguro-painel/acesso-seguro/identificacao-jsf/,bad
1772,midea-0512.com/js/?us.battle.net/login/en/?ref=vcacoqlus.battle.net/d3/en/index&amp;app=com-d3,bad
1773,newcccam.info/wp-content/themes/firstnews/includes/featuredposts/de/481713643a5d708441e80569d289588c/update/,bad
1774,newcccam.info/wp-content/themes/firstnews/includes/featuredposts/de/58202585152876f7609d35d81b858175/update/,bad
1775,pls-print.com/images/index.htm?http:/us.battle.net/login/en/?ref=http:/ilxrvncus.battle.net/d3/en/index&amp;,bad
1776,pls-print.com/images/index.htm?http:/us.battle.net/login/en/?ref=http:/leytbxtus.battle.net/d3/en/index&amp;,bad
1777,pls-print.com/images/index.htm?http:/us.battle.net/login/en/?ref=http:/mfkfujrus.battle.net/d3/en/index&amp;,bad
1778,pls-print.com/images/index.htm?http:/us.battle.net/login/en/?ref=http:/ogkdoagus.battle.net/d3/en/index&amp;,bad
1779,pls-print.com/images/index.htm?http:/us.battle.net/login/en/?ref=http:/rhqcuvyus.battle.net/d3/en/index&amp;,bad
1780,pls-print.com/images/index.htm?http:/us.battle.net/login/en/?ref=http:/ribgxneus.battle.net/d3/en/index&amp;,bad
1781,rerte.com.cn/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
1782,szyft.cn/inc/?us.battle.net/login/en/ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1783,ycjgxx.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1784,activetalk.it/_private/newpaypalaonlinesessionsrestore23ghksjf987564jkdgh48937dskjg487395ydjfgsdf84795jhsdf834/,bad
1785,birdcagesforsaleshop.com/home/3522612321s649ze54trd3198a3w1tg6z3u1468732164/id/880934167298134519/account/home/,bad
1786,mikteks.biz/s7xide/webscr_prim.php?bwlrdgvrcy5iaxo=uhsdsusu5485757kujhnn546221oplkj988777aop784mtm1mdkxmzi5oq==,bad
1787,mikteks.biz/s7xide/webscr_prim.php?bwlrdgvrcy5iaxo=uhsdsusu5485757kujhnn546221oplkj988777aop784mtm1mdkxmzm5mg==,bad
1788,mikteks.biz/s7xide/webscr_prim.php?bwlrdgvrcy5iaxo=uhsdsusu5485757kujhnn546221oplkj988777aop784mtm1mdkxodc4oa==,bad
1789,mikteks.biz/s7xide/webscr_prim.php?bwlrdgvrcy5iaxo=uhsdsusu5485757kujhnn546221oplkj988777aop784mtm1mdkxotaxnq==,bad
1790,onlinetraffichelp101.com/id/8370467893903384675054901046488a5493654829561240145/crop/js/up/to/date/cat/594/one/,bad
1791,paypal.com.res.limite.account.new.update.2012.672bfcaa73dbfe28bff5bc77604084.imajinadsghana.com/paypal.com/,bad
1792,paypal.co.uk.cgi.bin.webscr.cmd.home.secure.information.tasmanianlifestyleproperty.com.au/https.paypal.com/,bad
1793,personal.co-operativebank.co.uk.wxtoplks2012uhjkbbgotoriverified22oplrxuvrasjktvwlplrafgoplc.cetraining.com.au/,bad
1794,support.account-updated.com/paypal/10690786_1391926127769570_1151539836_n/mpp/ea7ab1bfb3c7af7081239e137bd83c6b/,bad
1795,us.battle.net.login.en.ooweb.asia/login/en/login.html?app=wam&ref=battle.net/account/&eor=0&app=bam,bad
1796,us.battle.net.ok.qqweb.asia/login/en/login.html?app=wam&amp;ref=https:battle.net/account/&amp;eor=0&amp;app=bam,bad
1797,essei.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1799,fanuc-us.com/administrator/modules/mod_quickicon/tmpl/aspx&lc=outlook-1033&idlogon-aspx&lc=1033&idlogon.php,bad
1800,herbalmetrics.com/westpac/login/?app=wol&amp;h3&amp;referrer=westpac.com.au/homepagealternative/,bad
1801,herbalmetrics.com/westpac/login/?h3&amp;app=wol&amp;referrer=westpac.com.au/homepagealternative/,bad
1802,likepeanutbutterandjelly.com/wp-admin/maint/confirme-you-accuant-apple-en/0ddf30bb1abbbe7df8d3336c8cd1a21a/,bad
1803,pennunitedforce.com/wp-includes/imp/halifax/db917328be05e69616b453bd349c7d0b/mpp/update/logon/login.jsp.php,bad
1804,philadelphia-night-life.com/~unes/cgi-bin/update-your-account-information-safe-on-our-services/rpdau6739ua/,bad
1805,radarking.com.cn/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
1806,scsrxx.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=sl=0imgpyku2012-11-12a??a??01:15:47dest,bad
1807,soucaipu.cn/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
1808,stevenmissirlian.com/wp-content/themes/twentytwelve/verification%20/welzfrgg/session.cgiscreenid=signon.htm,bad
1809,sz-leteng.com/images/?us.battle.net/login/en/?ref=bopgkotus.battle.net/d3/en/index&app=com-d3,bad
1810,ykcmeals.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;hfnxjeoamp;ssl=0&amp;dest,bad
1811,xq.exxedu.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1812,86.65.145.119/wiki/images/wsebayisapidllsigninruhttpaffbaycom2f/wsebayisapidllsigninruhttpaffbaycom2f/,bad
1813,avonaco.cn/img/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1814,electrician-sandton.co.za/wp-includes/js/jcrop/stgeorge/stgeorge/stgeorge/stgeorge/stgeorge/stgeorge/index.htm,bad
1815,eu.diablo.net.cc.cy-login.in/login.html?app=wam&amp;ref=worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,bad
1816,eu.diablo.net.mx.ms-login.in/login.html?app=bam/&amp;app=wam&amp;eor=0&amp;ref=worldofwarcraft.com/account,bad
1817,eu.diablo.net.mx.ms-login.in/login.html?app=wam&amp;ref=worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,bad
1818,eu.diablo.net.mx.ux-login.in/login.html?app=wam&amp;ref=worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,bad
1819,getir.net/05ky#%20%280.007849624383792441761897862306796014308929443359375000000000%29?0.75942.0.62930.0.58543,bad
1820,home.comcast.net/~co80132/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=z2xjiscpuj%%202bo=&action=validate23442,bad
1821,jhjyzx.jhjy.net/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ojeotoyamp;ssl=0&amp;dest,bad
1822,paypal.com.res.limite.account.new.update.2012.672bfcaa73dbfe28bff5bc7760408.imajinadsghana.com/paypal.com/,bad
1823,personal.co-operativebank.co.uk.wxtoplks2012uhjkbbgotoriverified22oplrxuvrasjktvwlplrafgoplc.cetraining.com.au,bad
1824,88.190.225.231:444/recordings/paypal.fr/ec/?section=signinpage&update=&cookiecheck=yes&destination=nba/signin,bad
1825,shshide.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3,bad
1827,skvs.stedu.net/images/index.htm?us.battle.net/login/en/?ref=pkaxsjcus.battle.net/d3/en/index&app=com-d3,bad
1828,skvs.stedu.net/images/index.htm?us.battle.net/login/en/?ref=tfckdoqus.battle.net/d3/en/index&app=com-d3,bad
1829,skvs.stedu.net/images/index.htm?us.battle.net/login/en/?ref=tmvclbpus.battle.net/d3/en/index&app=com-d3,bad
1830,tmalltops.com/redirect.htm?signin.ebay.co.uk/ws/ebayisapi.dll?signin&ru=http%3a%2f%2febay.co.uk%2f,bad
1831,us.battle.net.login.en.rrweb.asia/login/en/login.html?app=wam&ref=https:/battle.net/account/&eor=0&app=bam,bad
1832,us.battle.net.login.en.tw-login.com/login/en/login.html?app=bamapp=wameor=0ref=worldofwarcraft.com/account,bad
