Website,Label,LastChecked,protocol
56603.com/images/?https:%2f%2fsecure.runescape.com%2fm=weblogin%2floginform.ws%3fmod=www,bad,2026-01-13 10:18:13.210762,HTTP
apple.com.infoassit.biz/appleid.updatemyinformation/appleidinformation.update/signin.php,bad,2026-01-13 10:18:13.210762,malformed
charite-clemenceau.org/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,HTTP
czmdzx.cn/img/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,bad,2026-01-13 10:18:13.210762,HTTP
drgreenelectronics.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
fundraisinggamechanger.com/wp-includes/fonts/hunger/deaaa/session.cgiscreenid=signon.htm,bad,2026-01-13 10:18:13.210762,malformed
gswzmb.com/down/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
hx51.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
jpvote.com/js/index.htm?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
lavitabakery.vn/wp-includes/id3/nab/46fa2de697ba9fc3dffd8af5c03d272e/secure.nab.account/,bad,2026-01-13 10:18:13.210762,malformed
login-batng.tk/cert/login.asp?amp;ref=us.battle.net/account/management/index.xml,bad,2026-01-13 10:18:13.210762,malformed
mlxa.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
mlxa.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
mmichaelmetals.com.cy/wp-content/plugins/yd-recent-posts-widget/timthumb/cache/talktalk/,bad,2026-01-13 10:18:13.210762,malformed
paypal.com.it.webscr.logq.gtw.pl/?cmd=_run-check-cookie-submit&redirectcmd=_login-submit,bad,2026-01-13 10:18:13.210762,malformed
paypal-sicherheit.eu/de/konflikt/dp/b0029yz758/ref=sr_1_2/sicherheit/konto_verifizieren/,bad,2026-01-13 10:18:13.210762,malformed
ratinhoenxovais.com.br/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
tilesandvinylflooring.co.za/wp-content/themes/purevision/scripts/cache/sample/index.html,bad,2026-01-13 10:18:13.210762,malformed
118.69.206.95/~vihtcsn/customer/id/178976499471320573/webscr/dispatched/login.scr/info/one/,bad,2026-01-13 10:18:13.210762,malformed
copadomundofaturazero.dyndns-web.com/faturazerocopadomundocadastramento.com.br/copa-18/,bad,2026-01-13 10:18:13.210762,malformed
cqlmjs.cn/js/?us.battle.net/login/en/?ref=uhabpwvus.battle.net/d3/en/indexapp=com-d3,bad,2026-01-13 10:18:13.210762,malformed
grupopreferente.com/.cache/.tmp/.files/.data/.paypal/.resolve/.scripts/.info/processing.php,bad,2026-01-13 10:18:13.210762,malformed
icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,bad,2026-01-13 10:18:13.210762,malformed
jundajx.com/images/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
jundajx.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
oursooncomingkingwebstartscom.webstarts.com/login.htm?for=revelations_page.html&amp;error=1,bad,2026-01-13 10:18:13.210762,HTTPS
docs.google.com/a/nebo.edu/spreadsheet/viewform?formkey=dggzbnz0nfnuylv4cndyvhlqdew4exc6mq,bad,2026-01-13 10:18:13.210762,HTTP
docs.google.com/a/njit.edu/spreadsheet/viewform?formkey=dggxclf4zeutufbcm2s2u01wr2n3bee6mq,bad,2026-01-13 10:18:13.210762,HTTP
docs.google.com/a/nsuok.edu/forms/d/138buiojottewlmiukknuzp25bs44zpuy6pvig_f3_1s/viewform/,bad,2026-01-13 10:18:13.210762,malformed
taesx.com/img/?app=com-d3&http:/us.battle.net/login/en/?ref=http:/us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
tibla.com.eu.interia.pl/community%20guilds&amp;pageguildname=metal+heroes+of+nrana.html?a=1,bad,2026-01-13 10:18:13.210762,malformed
update-account-amaz.brushstroked.co.za/confirm_account_id/30e2abf99fc74d57d10ad5448fcaecbf/,bad,2026-01-13 10:18:13.210762,malformed
update-account-amazo.esoterikalodge.com/update_id_connect/6383b9444c5e68f86e3c2afb186cf93c/,bad,2026-01-13 10:18:13.210762,malformed
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&app=wam&eor=0&ref=battle.net/account,bad,2026-01-13 10:18:13.210762,malformed
us.battle.net.ok.qe-rs.com/login/en/login.html?app=wam&eor=0&ref=battle.net/account&app=bam,bad,2026-01-13 10:18:13.210762,malformed
wldzb.cn/js/?app=com-d3&us.battle.net/login/en/?ref=rxzjocnus.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
wldzb.cn/js/?us.battle.net/login/en/?ref=rxzjocnus.battle.net/d3/en/index&app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
adventuretreks.com.np/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
antiraengineering.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
cabinetconceptsnd.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
codespherehosting.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
czmdzx.cn/img/index.htm?app=com-d3us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,HTTP
destinationjordan.net/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,HTTP
gswzmb.com/down/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
hnqsfz.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
hnyjdw.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
hnyjdw.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
lavitabakery.vn/wp-includes/id3/nab/ed22aeb0cafde92991b9295d691c1350/secure.nab.account,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/0efebd4f057866b31872ba184e2800b1/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/138238ae0a5c0114c882539c61421ecc/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/3a891a622fde2051fa695cc7dac0b3b1/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/49e0bcdf50fe1afba293ffd106c6e99c/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/4d3b69b400f595591b54d7ca568cd624/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/4f760e6dbfdadb6ead0ae75f45ed3571/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/95656bdb67d0ac024b8b42d9b40af852/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/967df0c33f89dbc94935e14993338778/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/bbae488948869e8b67b954d82856e24d/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/d03948a17a078c7278fb8a04f1207eea/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/dda4903fb4f2478855800a03ba099247/,bad,2026-01-13 10:18:13.210762,malformed
martin-busker.de/administrator/help/en-gb/css/facture/fe3e90fd3f3efcad8521543f943b2b78/,bad,2026-01-13 10:18:13.210762,malformed
mitierracolombian.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,HTTP
ortolab.it/fantasmino/cuppelloni/webmail_administrator_password_reset/webmail_reset.htm,bad,2026-01-13 10:18:13.210762,malformed
patricesalonqatar.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
penthousemassage.club/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
poledancerfishingcharters.com/wp-content/plugins/jetpack/views/lloyds/primarylogin1.php,bad,2026-01-13 10:18:13.210762,malformed
swiat.pl/media/system/nets.eu/dk-da/pages/3868da82e53d16890fd80fa818ca38c1/info.htm,bad,2026-01-13 10:18:13.210762,malformed
themeaningfullist.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
timberloftcottage.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
wellkomputindo.com/wp-content/setting-up/serverenabaleing/yahoo!accountverification.htm,bad,2026-01-13 10:18:13.210762,malformed
ysgrp.com.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,bad,2026-01-13 10:18:13.210762,malformed
0576tz.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=xxhxsqbus.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
areeatitolari.com/sicurezzaonlinecartasi/uomo/galery/cristhan/.areeatitolariindexjspfiles/,bad,2026-01-13 10:18:13.210762,malformed
copadomundofaturazero.dyndns-web.com/faturazerocopadomundocadastramento.com.br/copa-9/,bad,2026-01-13 10:18:13.210762,malformed
febraban.allalla.com/http/.bancobrasil.com.br/aapf/login.jspaapf.idh=sim&amp;perfil=1/,bad,2026-01-13 10:18:13.210762,malformed
gopsnow.com/dothroughput/service.paypal1971_id.limited/us/cgi-bin/done.html?cmd=_login-run,bad,2026-01-13 10:18:13.210762,malformed
hindumandal.org/?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=2acb256db30581dcae0f16264184a4da,bad,2026-01-13 10:18:13.210762,malformed
jundajx.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,bad,2026-01-13 10:18:13.210762,malformed
docs.google.com/a/sbc.edu/spreadsheet/viewform?formkey=dhfgne5vv1dfdxzwsvrlywrnyuzwvwc6mq,bad,2026-01-13 10:18:13.210762,HTTP
docs.google.com/a/uwf.edu/spreadsheet/viewform?formkey=dfn1exa1wwnmdnc2rzvxme1mq2qtdfe6mq,bad,2026-01-13 10:18:13.210762,HTTP
taesx.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
agrimilk.com.br/adm/uploads/ml.remedycenter.ivs.accesspoint.custverifstatusaccess.html,bad,2026-01-13 10:18:13.210762,malformed
andyosuna.com/school/resources/apple/id/verification/customer/secure/center/apple.com/,bad,2026-01-13 10:18:13.210762,malformed
carolinaurologicresearchcenter.com/wp-content/plugins/yeo/newgoogledocs/gmaildocs.html,bad,2026-01-13 10:18:13.210762,malformed
cmu1h.com/dll/index.htm?app=com-dus.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
dagenhamunitedfc.co.uk/media/editors/codemirror/info/6e20f69d2dac5b4f00ec76934c49d482/,bad,2026-01-13 10:18:13.210762,HTTP
dagenhamunitedfc.co.uk/media/editors/codemirror/info/892aca6e1795e1ce7d9411291df863f8/,bad,2026-01-13 10:18:13.210762,HTTP
dagenhamunitedfc.co.uk/media/editors/codemirror/info/8ec206c1a71e5078ef8b1217b42faa20/,bad,2026-01-13 10:18:13.210762,HTTP
dagenhamunitedfc.co.uk/media/editors/codemirror/info/aa076534186baaf52792fa5f47ba2350/,bad,2026-01-13 10:18:13.210762,HTTP
dagenhamunitedfc.co.uk/media/editors/codemirror/info/b11f33b395b4d2e80b0a7ca8469758b1/,bad,2026-01-13 10:18:13.210762,HTTP
dagenhamunitedfc.co.uk/media/editors/codemirror/info/bc44d8cf2e18612f4918ed48cc0920eb/,bad,2026-01-13 10:18:13.210762,HTTP
dagenhamunitedfc.co.uk/media/editors/codemirror/info/cc64c33d3229baff0ef5541ac75aa734/,bad,2026-01-13 10:18:13.210762,HTTP
dagenhamunitedfc.co.uk/media/editors/codemirror/info/d024bb6071a18cfa8876fdfa10e0ee92/,bad,2026-01-13 10:18:13.210762,HTTP
froveleditorial.com.mx/planeaciones/plugins/fancybox/usaa_com/inetlogon/servelet_usaa/,bad,2026-01-13 10:18:13.210762,malformed
house-elit.ru/plugins/editors/tinymce/jscripts/tiny_mce/plugins/searchreplace/js/teni/,bad,2026-01-13 10:18:13.210762,malformed
jhjfkj.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
maculacenter.com/wp/secure/validation/support/secure/3264d408954b8d4a49e19c4b13dd34e5/,bad,2026-01-13 10:18:13.210762,malformed
maisondeloire45.fr/homepages/15/d288494240/htdocs/banners/images/line/acesso/index.php,bad,2026-01-13 10:18:13.210762,HTTPS
mobileclickbradesco.com/cache=12=l/search=links&biw=1200&bih=1&tbm=isch&imgil/acessar/,bad,2026-01-13 10:18:13.210762,malformed
naylorantiques.com/mp3/show%20completo%20villa%20mix/show%20completo%20villa%20mix/04w,bad,2026-01-13 10:18:13.210762,HTTP
naylorantiques.com/mp3/show%20completo%20villa%20mix/show%20completo%20villa%20mix/rh4,bad,2026-01-13 10:18:13.210762,HTTP
stevenmissirlian.com/wp-content/themes/twentytwelve/verification%20/welzfrgg/vizz.html,bad,2026-01-13 10:18:13.210762,malformed
84.203.152.12/recordings/2/paypal.com/default.aspxrru=inbox&amp;wa=/update/webscr.php,bad,2026-01-13 10:18:13.210762,malformed
84.203.152.12/recordings/3/paypal.com/default.aspxrru=inbox&amp;wa=/update/webscr.php,bad,2026-01-13 10:18:13.210762,malformed
84.203.152.12/recordings/4/paypal.com/default.aspxrru=inbox&amp;wa=/update/webscr.php,bad,2026-01-13 10:18:13.210762,malformed
apple.com.appleidupdate.dispar.com.co/appleidinformation-updateprofile/appleid/signin.php,bad,2026-01-13 10:18:13.210762,malformed
artonsi.com/ch/session5=js340982jld/dxbkyxrlbgluayzqcz05mza5mdk0skrgt0kzzutmaghrajm0nq==/,bad,2026-01-13 10:18:13.210762,malformed
bibliotecapiccolo.com.ar/wp-content/plugins/wp-swfobject/2.0/?/paypal.co.uk/index.php,bad,2026-01-13 10:18:13.210762,malformed
djdj4.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
flavashowcasing.com/uploads/secure.visa.dk/update.verified.by.visa/update.html?cmd=signin,bad,2026-01-13 10:18:13.210762,malformed
nautiluscubiertas.com/wp-includes/js/tinymce/utils/webmail/yahoomail/yahoo/yahoomail.html,bad,2026-01-13 10:18:13.210762,malformed
plutaspj.pl/xer9/step1.php?national-australia-bank869714account-verification-process15612,bad,2026-01-13 10:18:13.210762,malformed
rujewz.prodejce.cz/stgeonlinejamenowithme/stgeonlinejamenowithme/inputcustdetails.jsf.htm,bad,2026-01-13 10:18:13.210762,malformed
docs.google.com/a/uji.es/spreadsheet/viewform?formkey=de1eu3vuwmphd2npcddqawjqtww5mgc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets0.google.com/spreadsheet/viewform?formkey=dfjnzfkxam1oq0nsngxxsmhza3vlrwc6mq,bad,2026-01-13 10:18:13.210762,HTTPS
spreadsheets1.google.com/spreadsheet/viewform?formkey=dgfowddwntvat3v2t1i2djgtmkrnake6mq,bad,2026-01-13 10:18:13.210762,HTTPS
susannahbothephoto.com/wordpress/wp-content/themes/dandelion_v2.6.1/functions/cache/x.php,bad,2026-01-13 10:18:13.210762,malformed
tharts.net/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,bad,2026-01-13 10:18:13.210762,malformed
ww1.sds-ti.com/videos/.paypal.com/cgi-bin/ca/.webscrcmd=_login-run/bank%20account.php,bad,2026-01-13 10:18:13.210762,malformed
acottagebythesea.ca/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
bankofamerica-com-system-new-upgrade-system-new.com/a2609bf7e4ac818631c65d199821f3eb/,bad,2026-01-13 10:18:13.210762,malformed
bmhouseofstudy.org/wp-admin/css/colors/usaa_com/usaa_com/inetlogon/servelet_usaa/,bad,2026-01-13 10:18:13.210762,malformed
easytablecloths.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
fashionbylauren.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
fashionclubbari.it/wp-content/plugins/maxgalleria-lite/libs/jquery-ui/bookmark/ii.php,bad,2026-01-13 10:18:13.210762,HTTP
kerrdental.com.br/site/webroot/js/fancybox/file/app/51851d91b983501992697079532658df/,bad,2026-01-13 10:18:13.210762,malformed
kerrdental.com.br/site/webroot/js/fancybox/file/app/70b1f02c6c100c5de5a5613e39fdd17d/,bad,2026-01-13 10:18:13.210762,malformed
kerrdental.com.br/site/webroot/js/fancybox/file/app/713bd8b96b431154d9d0afa0d90d8a78/,bad,2026-01-13 10:18:13.210762,malformed
kerrdental.com.br/site/webroot/js/fancybox/file/app/99a28e05962b39e0c48cc1c96de72f7e/,bad,2026-01-13 10:18:13.210762,malformed
kerrdental.com.br/site/webroot/js/fancybox/file/app/ab5a344d65f14db8a70b865a9040a8da/,bad,2026-01-13 10:18:13.210762,malformed
kerrdental.com.br/site/webroot/js/fancybox/file/app/cc13aa4ab71933c398ebf01d83e438fa/,bad,2026-01-13 10:18:13.210762,malformed
kerrdental.com.br/site/webroot/js/fancybox/file/app/d0df70b2815cb96485a74880937feb4a/,bad,2026-01-13 10:18:13.210762,malformed
lmmyb.com/js/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
northeast-doors.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
northlakeestate.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
progreso.pl/locked/paypal.com/details.php?paypal.com/au/cgi-bin/webscr?cmd=_account=0,bad,2026-01-13 10:18:13.210762,HTTP
studiogadgets.net/wp-includes/simplepie/decode/html/apple.ch/itunes-ch/ap/apps/de/ch/,bad,2026-01-13 10:18:13.210762,malformed
szema.com.hk/520161/deutschland/konflict/-708206093/sicher/validierung/user-login.php,bad,2026-01-13 10:18:13.210762,malformed
thinkrium.com/samples/update.ppl_info.security/pplservice.auth54f2.fr/websc-login.php,bad,2026-01-13 10:18:13.210762,malformed
voiceoveraction.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
xszwys.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,bad,2026-01-13 10:18:13.210762,malformed
cast-solutions.com/paypal.fr/verification/ce8f487478b30128631e61a0b7555675/login.php,bad,2026-01-13 10:18:13.210762,malformed
dextme.com/.cdn.aol.com/dc.aol.com/cgi-bin25/dm/t/j5wo0b7xj2c0rwf0tou0eb/update.html,bad,2026-01-13 10:18:13.210762,malformed
festadocaloiro.aeiscte-iul.pt/wp-content/themes/twentytwelve/page-templates/sign_in.html,bad,2026-01-13 10:18:13.210762,malformed
milah.org/wp-admin/includes/newb2b/newb2b/newb2b/newb2b/newb2b/newb2b/newb2b/index.htm,bad,2026-01-13 10:18:13.210762,HTTPS
secured.creditapply.paypal.verification.account.prospectaconsultoria.com/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
snmakey.uaktech.net/wordpress//wp-content/themes/webmail.aol.com/updateaol/login.psp.htm,bad,2026-01-13 10:18:13.210762,malformed
spreadsheets.google.com/spreadsheet/viewform?formkey=dc15cxbpbg1tvm45b2hvq2jwnwpis2c6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=ddn0bgzodthwnnh5dwfbctzov0jsu1e6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=ddqtz3vfbfjlvffnnkx2ulzrstrqc1e6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=ddvirmrhv3ntevzkqu8xbho0qutaave6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=de81emh1sdzhvle3zjnhczltzgtwchc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=de9pmlburg5wmktqdnm1slyyrl9hogc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=defycy1fwek0s1let05qcxeyukvrave6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dej3mkhjnfbzdwrzagv6ev9rclbsr0e6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dek4tdeyqmxtwi1tmzz3sgtncwd1mve6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=denscmzpetdzq0noewq1zu5fujl2bxc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=df9ibuh2rjmxnetunmxvnhhxvlq5eee6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=df9xz0jpqunndzzjsgvmthbkzehvexc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dfdgu080bnitalzrn1bfrhznwwpuuke6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dfmtm194b04xcm9ca2pnymn0yva3c0e6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dfrpyxjmsencbhvic0c3atjarvhhdwc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dfrsrdnvczdjz1i1nvj2eerjrzvlt0e6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dg14mjdvcef6qzqzsvfucxffdlpzcgc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dgjoatrxzgy3tdn1zzrocjrydnbnunc6ma,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dgvpt1h2zdvccmhsvnvfz2xebtnzx1e6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dgvtvvpcctz1rgdvvvpiehlfywpscue6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dhfjshm5ejblb3jgwkdfwxdfnhvlque6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dhfvau5sdupbrwtxn2qwnmtsatjrcmc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dhnaqkm1czlezlfxa20ya0hjsvozewc6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dhnsbhvivlpjbffaegjgmk94ec1hx3c6mq,bad,2026-01-13 10:18:13.210762,HTTP
spreadsheets.google.com/spreadsheet/viewform?formkey=dhvzuddkuwr6wjbjck9faxdtnkxtbue6mq,bad,2026-01-13 10:18:13.210762,HTTP
tempremios.bigteo.net/promocao/cadastro/clientes/registro/cielobrasil/administracao/cdl/,bad,2026-01-13 10:18:13.210762,malformed
tibla.com.eu.interia.pl/community%20guilds&amp;pageguildname=metal+heroes+of+nrana.html?,bad,2026-01-13 10:18:13.210762,malformed
uniclass-itau.3eeweb.com/banco_itau/pessoa_fisica/token/seguranca/itau/gripnet/index.php,bad,2026-01-13 10:18:13.210762,malformed
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bamapp=wameor=0ref=battle.net/account,bad,2026-01-13 10:18:13.210762,malformed
activdoctors.fr/wp-content/plugins/support/support/078d38e309e655e11960648bfb28f874/,bad,2026-01-13 10:18:13.210762,malformed
activdoctors.fr/wp-content/plugins/support/support/470c2f5bec0eb96a9568f0ce6c483411/,bad,2026-01-13 10:18:13.210762,malformed
activdoctors.fr/wp-content/plugins/support/support/77f4e396aac2df4d6701c56d4e9eb805/,bad,2026-01-13 10:18:13.210762,malformed
activdoctors.fr/wp-content/plugins/support/support/c5a656b3d9d3d0dfe985e74891852efd/,bad,2026-01-13 10:18:13.210762,malformed
asideal.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,2026-01-13 10:18:13.210762,malformed
bjzjg.com/js/?app=com-d3us.battle.net/login/en/?ref=yxcswmius.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,malformed
cqpszx.com/images/?us.battle.net/login/en/?ref=cmgavkpus.battle.net/d3/en/index&amp;,bad,2026-01-13 10:18:13.210762,malformed
czmdzx.cn/img/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,2026-01-13 10:18:13.210762,HTTP
datingtipsscam.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/624a36d55f1bf4caa44ecf8fb00259e8/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/6d2eb9fa292a3f33f49d9292afbfe9a1/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/7512c84b791489e7cfd7a83cca518436/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/9ce4a3b9f526ef1cbccde40f8d4e68de/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/b9dfb352a44d5c3d9f1be04a234bb582/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/bab2b6cd5bb268690f16755e9bad5b03/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/c5597d4fed7c7e9f0392cc9f9fd4d99b/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/f576d5baf40e07b705924f854019c756/,bad,2026-01-13 10:18:13.210762,malformed
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/f788786d49bebac3e74f19c0ce42c613/,bad,2026-01-13 10:18:13.210762,malformed
gnj-architects.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
hostingaliados.com/~real700p/support.update.your.information.account/signup/account/,bad,2026-01-13 10:18:13.210762,malformed
linzercitynightrun.com/wp-content/plugins/all-in-one-wp-migration/lib/vendor/sub.php,bad,2026-01-13 10:18:13.210762,HTTPS
